;voltages;currents
0;20.0;0
1;20.303030303030305;0
2;20.606060606060606;0
3;20.90909090909091;0
4;21.21212121212121;0
5;21.515151515151516;1
6;21.81818181818182;0
7;22.12121212121212;7
8;22.424242424242426;12
9;22.727272727272727;11
10;23.03030303030303;12
11;23.333333333333332;12
12;23.636363636363637;4
13;23.939393939393938;6
14;24.242424242424242;0
15;24.545454545454547;0
16;24.848484848484848;0
17;25.151515151515152;0
18;25.454545454545453;0
19;25.757575757575758;5
20;26.060606060606062;11
21;26.363636363636363;26
22;26.666666666666668;41
23;26.96969696969697;55
24;27.272727272727273;64
25;27.575757575757578;67
26;27.87878787878788;65
27;28.18181818181818;58
28;28.484848484848484;47
29;28.78787878787879;37
30;29.090909090909093;24
31;29.393939393939394;14
32;29.696969696969695;6
33;30.0;7
34;30.303030303030305;10
35;30.606060606060606;26
36;30.90909090909091;51
37;31.21212121212121;80
38;31.515151515151516;110
39;31.81818181818182;131
40;32.121212121212125;146
41;32.42424242424242;150
42;32.72727272727273;143
43;33.03030303030303;128
44;33.333333333333336;109
45;33.63636363636364;86
46;33.93939393939394;63
47;34.24242424242424;44
48;34.54545454545455;32
49;34.84848484848485;29
50;35.151515151515156;39
51;35.45454545454545;61
52;35.75757575757576;96
53;36.06060606060606;142
54;36.36363636363636;188
55;36.66666666666667;226
56;36.96969696969697;251
57;37.27272727272727;260
58;37.57575757575758;252
59;37.878787878787875;232
60;38.18181818181819;201
61;38.484848484848484;169
62;38.78787878787879;136
63;39.09090909090909;105
64;39.39393939393939;81
65;39.6969696969697;72
66;40.0;80
67;40.303030303030305;105
68;40.60606060606061;151
69;40.90909090909091;213
70;41.21212121212121;279
71;41.515151515151516;342
72;41.81818181818182;392
73;42.121212121212125;420
74;42.42424242424242;427
75;42.72727272727273;410
76;43.03030303030303;377
77;43.333333333333336;330
78;43.63636363636364;279
79;43.93939393939394;232
80;44.24242424242424;193
81;44.54545454545455;167
82;44.848484848484844;164
83;45.151515151515156;188
84;45.45454545454545;243
85;45.75757575757576;326
86;46.06060606060606;431
87;46.36363636363636;541
88;46.66666666666667;639
89;46.96969696969697;710
90;47.27272727272727;753
91;47.57575757575758;766
92;47.878787878787875;742
93;48.18181818181819;695
94;48.484848484848484;631
95;48.78787878787879;568
96;49.09090909090909;498
97;49.39393939393939;449
98;49.6969696969697;430
99;50.0;449
