;voltages;currents
0;20.0;339
1;20.303030303030305;352
2;20.606060606060606;386
3;20.90909090909091;434
4;21.21212121212121;489
5;21.515151515151516;546
6;21.81818181818182;592
7;22.12121212121212;628
8;22.424242424242426;645
9;22.727272727272727;641
10;23.03030303030303;622
11;23.333333333333332;590
12;23.636363636363637;562
13;23.939393939393938;528
14;24.242424242424242;507
15;24.545454545454547;503
16;24.848484848484848;519
17;25.151515151515152;567
18;25.454545454545453;643
19;25.757575757575758;744
20;26.060606060606062;855
21;26.363636363636363;956
22;26.666666666666668;1042
23;26.96969696969697;1095
24;27.272727272727273;1107
25;27.575757575757578;1083
26;27.87878787878788;1030
27;28.18181818181818;953
28;28.484848484848484;876
29;28.78787878787879;811
30;29.090909090909093;761
31;29.393939393939394;746
32;29.696969696969695;773
33;30.0;852
34;30.303030303030305;971
35;30.606060606060606;1137
36;30.90909090909091;1317
37;31.21212121212121;1493
38;31.515151515151516;1625
39;31.81818181818182;1692
40;32.121212121212125;1700
41;32.42424242424242;1644
42;32.72727272727273;1543
43;33.03030303030303;1417
44;33.333333333333336;1288
45;33.63636363636364;1174
46;33.93939393939394;1102
47;34.24242424242424;1084
48;34.54545454545455;1125
49;34.84848484848485;1233
50;35.151515151515156;1427
51;35.45454545454545;1646
52;35.75757575757576;1896
53;36.06060606060606;2147
54;36.36363636363636;2342
55;36.66666666666667;2454
56;36.96969696969697;2474
57;37.27272727272727;2393
58;37.57575757575758;2248
59;37.878787878787875;2073
60;38.18181818181819;1863
61;38.484848484848484;1707
62;38.78787878787879;1582
63;39.09090909090909;1537
64;39.39393939393939;1572
65;39.6969696969697;1712
66;40.0;1931
67;40.303030303030305;2211
68;40.60606060606061;2553
69;40.90909090909091;2903
70;41.21212121212121;3203
71;41.515151515151516;3408
72;41.81818181818182;3499
73;42.121212121212125;3476
74;42.42424242424242;3328
75;42.72727272727273;3121
76;43.03030303030303;2865
77;43.333333333333336;2621
78;43.63636363636364;2419
79;43.93939393939394;2305
80;44.24242424242424;2296
81;44.54545454545455;2411
82;44.848484848484844;2649
83;45.151515151515156;3007
84;45.45454545454545;3445
85;45.75757575757576;3931
86;46.06060606060606;4402
87;46.36363636363636;4801
88;46.66666666666667;5070
89;46.96969696969697;5221
90;47.27272727272727;5221
91;47.57575757575758;5055
92;47.878787878787875;4816
93;48.18181818181819;4517
94;48.484848484848484;4263
95;48.78787878787879;4086
96;49.09090909090909;4032
97;49.39393939393939;4162
98;49.6969696969697;4427
99;50.0;4979
