;voltages;currents
0;20.0;0
1;20.303030303030305;0
2;20.606060606060606;0
3;20.90909090909091;0
4;21.21212121212121;0
5;21.515151515151516;0
6;21.81818181818182;0
7;22.12121212121212;0
8;22.424242424242426;0
9;22.727272727272727;0
10;23.03030303030303;0
11;23.333333333333332;0
12;23.636363636363637;0
13;23.939393939393938;0
14;24.242424242424242;0
15;24.545454545454547;0
16;24.848484848484848;0
17;25.151515151515152;0
18;25.454545454545453;0
19;25.757575757575758;0
20;26.060606060606062;0
21;26.363636363636363;0
22;26.666666666666668;4
23;26.96969696969697;0
24;27.272727272727273;11
25;27.575757575757578;4
26;27.87878787878788;12
27;28.18181818181818;3
28;28.484848484848484;8
29;28.78787878787879;0
30;29.090909090909093;4
31;29.393939393939394;0
32;29.696969696969695;0
33;30.0;0
34;30.303030303030305;0
35;30.606060606060606;0
36;30.90909090909091;1
37;31.21212121212121;6
38;31.515151515151516;14
39;31.81818181818182;27
40;32.121212121212125;36
41;32.42424242424242;41
42;32.72727272727273;40
43;33.03030303030303;37
44;33.333333333333336;29
45;33.63636363636364;20
46;33.93939393939394;16
47;34.24242424242424;1
48;34.54545454545455;4
49;34.84848484848485;0
50;35.151515151515156;1
51;35.45454545454545;2
52;35.75757575757576;8
53;36.06060606060606;25
54;36.36363636363636;44
55;36.66666666666667;63
56;36.96969696969697;79
57;37.27272727272727;88
58;37.57575757575758;89
59;37.878787878787875;84
60;38.18181818181819;73
61;38.484848484848484;60
62;38.78787878787879;45
63;39.09090909090909;31
64;39.39393939393939;21
65;39.6969696969697;11
66;40.0;10
67;40.303030303030305;18
68;40.60606060606061;29
69;40.90909090909091;52
70;41.21212121212121;80
71;41.515151515151516;111
72;41.81818181818182;138
73;42.121212121212125;158
74;42.42424242424242;169
75;42.72727272727273;167
76;43.03030303030303;157
77;43.333333333333336;139
78;43.63636363636364;117
79;43.93939393939394;93
80;44.24242424242424;72
81;44.54545454545455;56
82;44.848484848484844;47
83;45.151515151515156;50
84;45.45454545454545;65
85;45.75757575757576;94
86;46.06060606060606;136
87;46.36363636363636;185
88;46.66666666666667;232
89;46.96969696969697;272
90;47.27272727272727;299
91;47.57575757575758;311
92;47.878787878787875;309
93;48.18181818181819;292
94;48.484848484848484;268
95;48.78787878787879;239
96;49.09090909090909;206
97;49.39393939393939;177
98;49.6969696969697;159
99;50.0;153
