;voltages;currents
0;20.0;938
1;20.303030303030305;969
2;20.606060606060606;1030
3;20.90909090909091;1118
4;21.21212121212121;1213
5;21.515151515151516;1309
6;21.81818181818182;1396
7;22.12121212121212;1454
8;22.424242424242426;1493
9;22.727272727272727;1497
10;23.03030303030303;1477
11;23.333333333333332;1448
12;23.636363636363637;1407
13;23.939393939393938;1376
14;24.242424242424242;1361
15;24.545454545454547;1377
16;24.848484848484848;1425
17;25.151515151515152;1516
18;25.454545454545453;1649
19;25.757575757575758;1812
20;26.060606060606062;1994
21;26.363636363636363;2150
22;26.666666666666668;2296
23;26.96969696969697;2394
24;27.272727272727273;2428
25;27.575757575757578;2422
26;27.87878787878788;2357
27;28.18181818181818;2274
28;28.484848484848484;2174
29;28.78787878787879;2103
30;29.090909090909093;2058
31;29.393939393939394;2052
32;29.696969696969695;2113
33;30.0;2247
34;30.303030303030305;2426
35;30.606060606060606;2678
36;30.90909090909091;2953
37;31.21212121212121;3230
38;31.515151515151516;3451
39;31.81818181818182;3582
40;32.121212121212125;3653
41;32.42424242424242;3613
42;32.72727272727273;3507
43;33.03030303030303;3353
44;33.333333333333336;3189
45;33.63636363636364;3048
46;33.93939393939394;2959
47;34.24242424242424;2954
48;34.54545454545455;3025
49;34.84848484848485;3185
50;35.151515151515156;3473
51;35.45454545454545;3774
52;35.75757575757576;4136
53;36.06060606060606;4519
54;36.36363636363636;4828
55;36.66666666666667;5052
56;36.96969696969697;5131
57;37.27272727272727;5096
58;37.57575757575758;4930
59;37.878787878787875;4733
60;38.18181818181819;4472
61;38.484848484848484;4281
62;38.78787878787879;4138
63;39.09090909090909;4059
64;39.39393939393939;4120
65;39.6969696969697;4285
66;40.0;4594
67;40.303030303030305;4977
68;40.60606060606061;5482
69;40.90909090909091;6001
70;41.21212121212121;6508
71;41.515151515151516;6885
72;41.81818181818182;7132
73;42.121212121212125;7219
74;42.42424242424242;7129
75;42.72727272727273;6935
76;43.03030303030303;6638
77;43.333333333333336;6349
78;43.63636363636364;6085
79;43.93939393939394;5937
80;44.24242424242424;5891
81;44.54545454545455;6035
82;44.848484848484844;6337
83;45.151515151515156;6790
84;45.45454545454545;7414
85;45.75757575757576;8076
86;46.06060606060606;8801
87;46.36363636363636;9476
88;46.66666666666667;9950
89;46.96969696969697;10281
90;47.27272727272727;10349
91;47.57575757575758;10260
92;47.878787878787875;10019
93;48.18181818181819;9700
94;48.484848484848484;9420
95;48.78787878787879;9193
96;49.09090909090909;9116
97;49.39393939393939;9215
98;49.6969696969697;9486
99;50.0;10084
