;voltages;currents
0;20.0;750
1;20.303030303030305;794
2;20.606060606060606;851
3;20.90909090909091;937
4;21.21212121212121;1028
5;21.515151515151516;1114
6;21.81818181818182;1188
7;22.12121212121212;1244
8;22.424242424242426;1267
9;22.727272727272727;1266
10;23.03030303030303;1239
11;23.333333333333332;1202
12;23.636363636363637;1163
13;23.939393939393938;1129
14;24.242424242424242;1112
15;24.545454545454547;1123
16;24.848484848484848;1171
17;25.151515151515152;1262
18;25.454545454545453;1398
19;25.757575757575758;1563
20;26.060606060606062;1734
21;26.363636363636363;1887
22;26.666666666666668;2015
23;26.96969696969697;2094
24;27.272727272727273;2111
25;27.575757575757578;2079
26;27.87878787878788;2003
27;28.18181818181818;1900
28;28.484848484848484;1801
29;28.78787878787879;1721
30;29.090909090909093;1671
31;29.393939393939394;1672
32;29.696969696969695;1742
33;30.0;1877
34;30.303030303030305;2076
35;30.606060606060606;2327
36;30.90909090909091;2606
37;31.21212121212121;2848
38;31.515151515151516;3036
39;31.81818181818182;3125
40;32.121212121212125;3141
41;32.42424242424242;3070
42;32.72727272727273;2930
43;33.03030303030303;2764
44;33.333333333333336;2596
45;33.63636363636364;2456
46;33.93939393939394;2376
47;34.24242424242424;2380
48;34.54545454545455;2472
49;34.84848484848485;2662
50;35.151515151515156;2968
51;35.45454545454545;3297
52;35.75757575757576;3671
53;36.06060606060606;4025
54;36.36363636363636;4306
55;36.66666666666667;4463
56;36.96969696969697;4489
57;37.27272727272727;4388
58;37.57575757575758;4185
59;37.878787878787875;3945
60;38.18181818181819;3674
61;38.484848484848484;3482
62;38.78787878787879;3342
63;39.09090909090909;3307
64;39.39393939393939;3403
65;39.6969696969697;3625
66;40.0;3984
67;40.303030303030305;4394
68;40.60606060606061;4905
69;40.90909090909091;5399
70;41.21212121212121;5823
71;41.515151515151516;6110
72;41.81818181818182;6266
73;42.121212121212125;6226
74;42.42424242424242;6058
75;42.72727272727273;5760
76;43.03030303030303;5431
77;43.333333333333336;5132
78;43.63636363636364;4918
79;43.93939393939394;4795
80;44.24242424242424;4835
81;44.54545454545455;5032
82;44.848484848484844;5424
83;45.151515151515156;5959
84;45.45454545454545;6635
85;45.75757575757576;7317
86;46.06060606060606;8004
87;46.36363636363636;8557
88;46.66666666666667;8927
89;46.96969696969697;9074
90;47.27272727272727;9022
91;47.57575757575758;8780
92;47.878787878787875;8503
93;48.18181818181819;8160
94;48.484848484848484;7880
95;48.78787878787879;7694
96;49.09090909090909;7681
97;49.39393939393939;7916
98;49.6969696969697;8328
99;50.0;9112
