;voltages;currents
0;20.0;281
1;20.303030303030305;298
2;20.606060606060606;330
3;20.90909090909091;378
4;21.21212121212121;433
5;21.515151515151516;490
6;21.81818181818182;539
7;22.12121212121212;576
8;22.424242424242426;595
9;22.727272727272727;593
10;23.03030303030303;574
11;23.333333333333332;545
12;23.636363636363637;510
13;23.939393939393938;478
14;24.242424242424242;451
15;24.545454545454547;440
16;24.848484848484848;451
17;25.151515151515152;493
18;25.454545454545453;564
19;25.757575757575758;662
20;26.060606060606062;773
21;26.363636363636363;875
22;26.666666666666668;964
23;26.96969696969697;1022
24;27.272727272727273;1046
25;27.575757575757578;1025
26;27.87878787878788;975
27;28.18181818181818;899
28;28.484848484848484;815
29;28.78787878787879;746
30;29.090909090909093;683
31;29.393939393939394;659
32;29.696969696969695;676
33;30.0;744
34;30.303030303030305;863
35;30.606060606060606;1024
36;30.90909090909091;1211
37;31.21212121212121;1392
38;31.515151515151516;1534
39;31.81818181818182;1616
40;32.121212121212125;1639
41;32.42424242424242;1598
42;32.72727272727273;1495
43;33.03030303030303;1365
44;33.333333333333336;1219
45;33.63636363636364;1092
46;33.93939393939394;1000
47;34.24242424242424;964
48;34.54545454545455;988
49;34.84848484848485;1080
50;35.151515151515156;1271
51;35.45454545454545;1495
52;35.75757575757576;1756
53;36.06060606060606;2021
54;36.36363636363636;2243
55;36.66666666666667;2371
56;36.96969696969697;2407
57;37.27272727272727;2340
58;37.57575757575758;2198
59;37.878787878787875;2020
60;38.18181818181819;1794
61;38.484848484848484;1616
62;38.78787878787879;1470
63;39.09090909090909;1397
64;39.39393939393939;1410
65;39.6969696969697;1526
66;40.0;1742
67;40.303030303030305;2025
68;40.60606060606061;2385
69;40.90909090909091;2756
70;41.21212121212121;3072
71;41.515151515151516;3310
72;41.81818181818182;3421
73;42.121212121212125;3402
74;42.42424242424242;3277
75;42.72727272727273;3054
76;43.03030303030303;2782
77;43.333333333333336;2517
78;43.63636363636364;2284
79;43.93939393939394;2132
80;44.24242424242424;2091
81;44.54545454545455;2169
82;44.848484848484844;2390
83;45.151515151515156;2737
84;45.45454545454545;3204
85;45.75757575757576;3709
86;46.06060606060606;4235
87;46.36363636363636;4665
88;46.66666666666667;4970
89;46.96969696969697;5107
90;47.27272727272727;5080
91;47.57575757575758;4913
92;47.878787878787875;4647
93;48.18181818181819;4307
94;48.484848484848484;4006
95;48.78787878787879;3760
96;49.09090909090909;3619
97;49.39393939393939;3657
98;49.6969696969697;3857
99;50.0;4314
