;voltages;currents
0;20.0;57
1;20.303030303030305;59
2;20.606060606060606;66
3;20.90909090909091;82
4;21.21212121212121;104
5;21.515151515151516;131
6;21.81818181818182;155
7;22.12121212121212;173
8;22.424242424242426;188
9;22.727272727272727;193
10;23.03030303030303;191
11;23.333333333333332;181
12;23.636363636363637;166
13;23.939393939393938;147
14;24.242424242424242;130
15;24.545454545454547;116
16;24.848484848484848;110
17;25.151515151515152;117
18;25.454545454545453;139
19;25.757575757575758;175
20;26.060606060606062;222
21;26.363636363636363;270
22;26.666666666666668;317
23;26.96969696969697;353
24;27.272727272727273;373
25;27.575757575757578;378
26;27.87878787878788;364
27;28.18181818181818;337
28;28.484848484848484;299
29;28.78787878787879;262
30;29.090909090909093;221
31;29.393939393939394;194
32;29.696969696969695;181
33;30.0;190
34;30.303030303030305;223
35;30.606060606060606;285
36;30.90909090909091;367
37;31.21212121212121;454
38;31.515151515151516;533
39;31.81818181818182;586
40;32.121212121212125;616
41;32.42424242424242;615
42;32.72727272727273;587
43;33.03030303030303;537
44;33.333333333333336;473
45;33.63636363636364;405
46;33.93939393939394;344
47;34.24242424242424;300
48;34.54545454545455;282
49;34.84848484848485;294
50;35.151515151515156;351
51;35.45454545454545;435
52;35.75757575757576;551
53;36.06060606060606;682
54;36.36363636363636;803
55;36.66666666666667;893
56;36.96969696969697;944
57;37.27272727272727;947
58;37.57575757575758;904
59;37.878787878787875;838
60;38.18181818181819;734
61;38.484848484848484;638
62;38.78787878787879;544
63;39.09090909090909;472
64;39.39393939393939;438
65;39.6969696969697;445
66;40.0;506
67;40.303030303030305;607
68;40.60606060606061;760
69;40.90909090909091;939
70;41.21212121212121;1106
71;41.515151515151516;1259
72;41.81818181818182;1362
73;42.121212121212125;1404
74;42.42424242424242;1373
75;42.72727272727273;1295
76;43.03030303030303;1176
77;43.333333333333336;1043
78;43.63636363636364;909
79;43.93939393939394;795
80;44.24242424242424;718
81;44.54545454545455;694
82;44.848484848484844;735
83;45.151515151515156;851
84;45.45454545454545;1038
85;45.75757575757576;1266
86;46.06060606060606;1534
87;46.36363636363636;1788
88;46.66666666666667;1997
89;46.96969696969697;2124
90;47.27272727272727;2167
91;47.57575757575758;2141
92;47.878787878787875;2043
93;48.18181818181819;1889
94;48.484848484848484;1723
95;48.78787878787879;1560
96;49.09090909090909;1423
97;49.39393939393939;1354
98;49.6969696969697;1375
99;50.0;1510
