;voltages;currents
0;20.0;110
1;20.303030303030305;113
2;20.606060606060606;129
3;20.90909090909091;156
4;21.21212121212121;189
5;21.515151515151516;223
6;21.81818181818182;254
7;22.12121212121212;280
8;22.424242424242426;294
9;22.727272727272727;296
10;23.03030303030303;287
11;23.333333333333332;268
12;23.636363636363637;245
13;23.939393939393938;219
14;24.242424242424242;197
15;24.545454545454547;182
16;24.848484848484848;180
17;25.151515151515152;196
18;25.454545454545453;235
19;25.757575757575758;290
20;26.060606060606062;357
21;26.363636363636363;420
22;26.666666666666668;479
23;26.96969696969697;521
24;27.272727272727273;540
25;27.575757575757578;535
26;27.87878787878788;507
27;28.18181818181818;462
28;28.484848484848484;410
29;28.78787878787879;361
30;29.090909090909093;313
31;29.393939393939394;284
32;29.696969696969695;278
33;30.0;306
34;30.303030303030305;365
35;30.606060606060606;458
36;30.90909090909091;569
37;31.21212121212121;686
38;31.515151515151516;783
39;31.81818181818182;839
40;32.121212121212125;867
41;32.42424242424242;851
42;32.72727272727273;800
43;33.03030303030303;723
44;33.333333333333336;632
45;33.63636363636364;546
46;33.93939393939394;472
47;34.24242424242424;428
48;34.54545454545455;421
49;34.84848484848485;455
50;35.151515151515156;551
51;35.45454545454545;669
52;35.75757575757576;827
53;36.06060606060606;995
54;36.36363636363636;1142
55;36.66666666666667;1244
56;36.96969696969697;1287
57;37.27272727272727;1270
58;37.57575757575758;1197
59;37.878787878787875;1094
60;38.18181818181819;953
61;38.484848484848484;832
62;38.78787878787879;722
63;39.09090909090909;648
64;39.39393939393939;625
65;39.6969696969697;661
66;40.0;763
67;40.303030303030305;908
68;40.60606060606061;1116
69;40.90909090909091;1338
70;41.21212121212121;1561
71;41.515151515151516;1729
72;41.81818181818182;1842
73;42.121212121212125;1867
74;42.42424242424242;1817
75;42.72727272727273;1697
76;43.03030303030303;1539
77;43.333333333333336;1359
78;43.63636363636364;1196
79;43.93939393939394;1066
80;44.24242424242424;995
81;44.54545454545455;1000
82;44.848484848484844;1085
83;45.151515151515156;1271
84;45.45454545454545;1531
85;45.75757575757576;1848
86;46.06060606060606;2179
87;46.36363636363636;2492
88;46.66666666666667;2722
89;46.96969696969697;2853
90;47.27272727272727;2868
91;47.57575757575758;2790
92;47.878787878787875;2625
93;48.18181818181819;2422
94;48.484848484848484;2203
95;48.78787878787879;2017
96;49.09090909090909;1861
97;49.39393939393939;1816
98;49.6969696969697;1871
99;50.0;2096
