;voltages;currents
0;20.0;1325
1;20.303030303030305;1395
2;20.606060606060606;1487
3;20.90909090909091;1619
4;21.21212121212121;1760
5;21.515151515151516;1897
6;21.81818181818182;2008
7;22.12121212121212;2088
8;22.424242424242426;2124
9;22.727272727272727;2107
10;23.03030303030303;2054
11;23.333333333333332;1991
12;23.636363636363637;1932
13;23.939393939393938;1875
14;24.242424242424242;1843
15;24.545454545454547;1860
16;24.848484848484848;1927
17;25.151515151515152;2060
18;25.454545454545453;2247
19;25.757575757575758;2476
20;26.060606060606062;2716
21;26.363636363636363;2935
22;26.666666666666668;3131
23;26.96969696969697;3246
24;27.272727272727273;3274
25;27.575757575757578;3242
26;27.87878787878788;3142
27;28.18181818181818;3000
28;28.484848484848484;2846
29;28.78787878787879;2739
30;29.090909090909093;2664
31;29.393939393939394;2649
32;29.696969696969695;2727
33;30.0;2901
34;30.303030303030305;3145
35;30.606060606060606;3475
36;30.90909090909091;3840
37;31.21212121212121;4179
38;31.515151515151516;4468
39;31.81818181818182;4625
40;32.121212121212125;4698
41;32.42424242424242;4624
42;32.72727272727273;4466
43;33.03030303030303;4257
44;33.333333333333336;4024
45;33.63636363636364;3841
46;33.93939393939394;3714
47;34.24242424242424;3693
48;34.54545454545455;3797
49;34.84848484848485;3987
50;35.151515151515156;4360
51;35.45454545454545;4759
52;35.75757575757576;5234
53;36.06060606060606;5739
54;36.36363636363636;6136
55;36.66666666666667;6423
56;36.96969696969697;6513
57;37.27272727272727;6447
58;37.57575757575758;6269
59;37.878787878787875;6008
60;38.18181818181819;5662
61;38.484848484848484;5416
62;38.78787878787879;5202
63;39.09090909090909;5130
64;39.39393939393939;5185
65;39.6969696969697;5428
66;40.0;5823
67;40.303030303030305;6298
68;40.60606060606061;6925
69;40.90909090909091;7586
70;41.21212121212121;8177
71;41.515151515151516;8632
72;41.81818181818182;8954
73;42.121212121212125;9038
74;42.42424242424242;8902
75;42.72727272727273;8665
76;43.03030303030303;8291
77;43.333333333333336;7938
78;43.63636363636364;7607
79;43.93939393939394;7448
80;44.24242424242424;7411
81;44.54545454545455;7592
82;44.848484848484844;8051
83;45.151515151515156;8680
84;45.45454545454545;9490
85;45.75757575757576;10375
86;46.06060606060606;11312
87;46.36363636363636;12176
88;46.66666666666667;12856
89;46.96969696969697;13201
90;47.27272727272727;13240
91;47.57575757575758;13232
92;47.878787878787875;13184
93;48.18181818181819;12840
94;48.484848484848484;12566
95;48.78787878787879;12308
96;49.09090909090909;12288
97;49.39393939393939;12470
98;49.6969696969697;12941
99;50.0;13264
