;voltages;currents
0;20.0;11
1;20.303030303030305;7
2;20.606060606060606;14
3;20.90909090909091;15
4;21.21212121212121;27
5;21.515151515151516;41
6;21.81818181818182;55
7;22.12121212121212;66
8;22.424242424242426;75
9;22.727272727272727;79
10;23.03030303030303;80
11;23.333333333333332;75
12;23.636363636363637;68
13;23.939393939393938;58
14;24.242424242424242;48
15;24.545454545454547;38
16;24.848484848484848;32
17;25.151515151515152;32
18;25.454545454545453;41
19;25.757575757575758;57
20;26.060606060606062;82
21;26.363636363636363;110
22;26.666666666666668;139
23;26.96969696969697;162
24;27.272727272727273;177
25;27.575757575757578;182
26;27.87878787878788;178
27;28.18181818181818;165
28;28.484848484848484;146
29;28.78787878787879;125
30;29.090909090909093;101
31;29.393939393939394;82
32;29.696969696969695;69
33;30.0;67
34;30.303030303030305;81
35;30.606060606060606;113
36;30.90909090909091;157
37;31.21212121212121;208
38;31.515151515151516;256
39;31.81818181818182;292
40;32.121212121212125;317
41;32.42424242424242;321
42;32.72727272727273;310
43;33.03030303030303;284
44;33.333333333333336;250
45;33.63636363636364;211
46;33.93939393939394;172
47;34.24242424242424;141
48;34.54545454545455;122
49;34.84848484848485;121
50;35.151515151515156;143
51;35.45454545454545;184
52;35.75757575757576;246
53;36.06060606060606;323
54;36.36363636363636;398
55;36.66666666666667;459
56;36.96969696969697;498
57;37.27272727272727;512
58;37.57575757575758;497
59;37.878787878787875;464
60;38.18181818181819;407
61;38.484848484848484;352
62;38.78787878787879;294
63;39.09090909090909;245
64;39.39393939393939;212
65;39.6969696969697;202
66;40.0;224
67;40.303030303030305;272
68;40.60606060606061;354
69;40.90909090909091;454
70;41.21212121212121;559
71;41.515151515151516;655
72;41.81818181818182;734
73;42.121212121212125;776
74;42.42424242424242;780
75;42.72727272727273;747
76;43.03030303030303;687
77;43.333333333333336;610
78;43.63636363636364;527
79;43.93939393939394;449
80;44.24242424242424;391
81;44.54545454545455;358
82;44.848484848484844;366
83;45.151515151515156;416
84;45.45454545454545;512
85;45.75757575757576;644
86;46.06060606060606;805
87;46.36363636363636;971
88;46.66666666666667;1114
89;46.96969696969697;1211
90;47.27272727272727;1256
91;47.57575757575758;1249
92;47.878787878787875;1202
93;48.18181818181819;1117
94;48.484848484848484;1019
95;48.78787878787879;916
96;49.09090909090909;809
97;49.39393939393939;744
98;49.6969696969697;725
99;50.0;778
