;voltages;currents
0;20.0;40
1;20.303030303030305;39
2;20.606060606060606;46
3;20.90909090909091;60
4;21.21212121212121;80
5;21.515151515151516;102
6;21.81818181818182;123
7;22.12121212121212;141
8;22.424242424242426;152
9;22.727272727272727;156
10;23.03030303030303;152
11;23.333333333333332;143
12;23.636363636363637;129
13;23.939393939393938;112
14;24.242424242424242;95
15;24.545454545454547;82
16;24.848484848484848;77
17;25.151515151515152;83
18;25.454545454545453;102
19;25.757575757575758;135
20;26.060606060606062;175
21;26.363636363636363;219
22;26.666666666666668;260
23;26.96969696969697;292
24;27.272727272727273;309
25;27.575757575757578;310
26;27.87878787878788;297
27;28.18181818181818;270
28;28.484848484848484;237
29;28.78787878787879;205
30;29.090909090909093;168
31;29.393939393939394;144
32;29.696969696969695;133
33;30.0;141
34;30.303030303030305;170
35;30.606060606060606;226
36;30.90909090909091;297
37;31.21212121212121;375
38;31.515151515151516;445
39;31.81818181818182;491
40;32.121212121212125;519
41;32.42424242424242;516
42;32.72727272727273;490
43;33.03030303030303;444
44;33.333333333333336;388
45;33.63636363636364;327
46;33.93939393939394;272
47;34.24242424242424;231
48;34.54545454545455;214
49;34.84848484848485;223
50;35.151515151515156;272
51;35.45454545454545;345
52;35.75757575757576;443
53;36.06060606060606;556
54;36.36363636363636;664
55;36.66666666666667;746
56;36.96969696969697;794
57;37.27272727272727;798
58;37.57575757575758;764
59;37.878787878787875;703
60;38.18181818181819;613
61;38.484848484848484;531
62;38.78787878787879;450
63;39.09090909090909;386
64;39.39393939393939;349
65;39.6969696969697;354
66;40.0;404
67;40.303030303030305;494
68;40.60606060606061;624
69;40.90909090909091;784
70;41.21212121212121;943
71;41.515151515151516;1075
72;41.81818181818182;1172
73;42.121212121212125;1212
74;42.42424242424242;1200
75;42.72727272727273;1135
76;43.03030303030303;1040
77;43.333333333333336;918
78;43.63636363636364;800
79;43.93939393939394;692
80;44.24242424242424;618
81;44.54545454545455;591
82;44.848484848484844;623
83;45.151515151515156;721
84;45.45454545454545;884
85;45.75757575757576;1096
86;46.06060606060606;1339
87;46.36363636363636;1572
88;46.66666666666667;1769
89;46.96969696969697;1899
90;47.27272727272727;1949
91;47.57575757575758;1925
92;47.878787878787875;1830
93;48.18181818181819;1699
94;48.484848484848484;1541
95;48.78787878787879;1393
96;49.09090909090909;1257
97;49.39393939393939;1181
98;49.6969696969697;1185
99;50.0;1289
